payment_id,order_id,payment_method,payment_status,transaction_amount
P000617,O000617,Debit Card,Successful,433.01
P000618,O000618,Debit Card,Successful,364.58000000000004
P000619,O000619,UPI,Successful,626.1
P000620,O000620,Debit Card,Successful,1368.68
P000621,O000621,Cash,Failed,520.4
P000622,O000622,Cash,Successful,958.0299999999999
P000623,O000623,Debit Card,Successful,270.47
P000624,O000624,Cash,Successful,788.04
P000625,O000625,Credit Card,Successful,1094.72
P000626,O000626,Cash,Successful,228.91
P000627,O000627,Debit Card,Successful,1593.6
P000628,O000628,Credit Card,Successful,1589.3600000000001
P000629,O000629,Cash,Successful,343.85
P000630,O000630,Wallet,Successful,1184.16
P000631,O000631,Wallet,Successful,511.63
P000632,O000632,Wallet,Successful,1150.83
P000633,O000633,Wallet,Successful,637.35
P000634,O000634,UPI,Successful,1721.8600000000001
P000635,O000635,Credit Card,Successful,545.27
P000636,O000636,Wallet,Successful,1468.59
P000637,O000637,Wallet,Successful,1154.77
P000638,O000638,Cash,Successful,369.01
P000639,O000639,Debit Card,Successful,298.79999999999995
P000640,O000640,Credit Card,Failed,1481.4099999999999
P000641,O000641,Debit Card,Refunded,670.0400000000001
P000642,O000642,Cash,Successful,1491.08
P000643,O000643,Cash,Successful,1578.0
P000644,O000644,Cash,Successful,1062.3999999999999
P000645,O000645,Debit Card,Successful,739.4899999999999
P000646,O000646,Debit Card,Successful,468.95
P000647,O000647,Credit Card,Successful,1534.05
P000648,O000648,Wallet,Successful,197.95000000000002
P000649,O000649,Credit Card,Successful,628.7099999999999
P000650,O000650,Wallet,Successful,607.36
P000651,O000651,Cash,Successful,1435.67
P000652,O000652,Cash,Successful,258.72
P000653,O000653,UPI,Successful,1496.6
P000654,O000654,Cash,Successful,888.05
P000655,O000655,Credit Card,Successful,169.28
P000656,O000656,UPI,Successful,1044.27
P000657,O000657,Credit Card,Successful,212.38
P000658,O000658,Wallet,Successful,435.4599999999999
P000659,O000659,Credit Card,Successful,1202.19
P000660,O000660,UPI,Successful,377.92
P000661,O000661,Debit Card,Successful,660.72
P000662,O000662,Credit Card,Successful,577.21
P000663,O000663,Cash,Successful,1046.57
P000664,O000664,Wallet,Successful,1317.06
P000665,O000665,Credit Card,Successful,395.77
P000666,O000666,UPI,Successful,431.48
P000667,O000667,Cash,Successful,446.21000000000004
P000668,O000668,UPI,Successful,797.29
P000669,O000669,Wallet,Successful,784.57
P000670,O000670,Cash,Successful,88.89
P000671,O000671,Debit Card,Successful,1441.78
P000672,O000672,Wallet,Successful,1384.88
P000673,O000673,Credit Card,Successful,1326.19
P000674,O000674,Debit Card,Successful,163.15
P000675,O000675,UPI,Successful,1088.7
P000676,O000676,Debit Card,Successful,1639.7
P000677,O000677,Debit Card,Successful,738.96
P000678,O000678,UPI,Successful,1464.7599999999998
P000679,O000679,Wallet,Successful,1521.5
P000680,O000680,Wallet,Successful,258.83000000000004
P000681,O000681,UPI,Successful,948.6800000000001
P000682,O000682,Debit Card,Successful,116.38000000000001
P000683,O000683,Debit Card,Failed,561.73
P000684,O000684,Wallet,Successful,1594.11
P000685,O000685,Debit Card,Successful,1438.9099999999999
P000686,O000686,Wallet,Successful,1615.07
P000687,O000687,Wallet,Successful,131.14000000000001
P000688,O000688,Cash,Successful,1337.76
P000689,O000689,UPI,Failed,1253.85
P000690,O000690,Credit Card,Successful,1734.1100000000001
P000691,O000691,Debit Card,Successful,1305.45
P000692,O000692,Debit Card,Successful,989.26
P000693,O000693,Cash,Successful,361.25
P000694,O000694,Credit Card,Failed,114.47999999999999
P000695,O000695,Debit Card,Successful,128.35000000000002
P000696,O000696,Credit Card,Successful,1034.96
P000697,O000697,Credit Card,Successful,628.1800000000001
P000698,O000698,Cash,Successful,793.8000000000001
P000699,O000699,UPI,Successful,295.66
P000700,O000700,Wallet,Successful,1737.28
P000701,O000701,Cash,Successful,309.34
P000702,O000702,Cash,Successful,844.73
P000703,O000703,Credit Card,Successful,808.6800000000001
P000704,O000704,Wallet,Successful,112.56
P000705,O000705,Cash,Successful,1097.09
P000706,O000706,UPI,Successful,1007.6299999999999
P000707,O000707,Debit Card,Successful,869.16
P000708,O000708,Debit Card,Failed,1393.05
P000709,O000709,Debit Card,Successful,414.64
P000710,O000710,Debit Card,Successful,1287.29
P000711,O000711,Cash,Successful,1225.81
P000712,O000712,UPI,Successful,1549.93
P000713,O000713,UPI,Successful,740.92
P000714,O000714,Credit Card,Failed,356.74
P000715,O000715,UPI,Successful,733.09
P000716,O000716,UPI,Successful,486.7900000000001
P000717,O000717,Debit Card,Successful,176.82
P000718,O000718,Debit Card,Successful,484.83000000000004
P000719,O000719,UPI,Successful,779.49
P000720,O000720,UPI,Successful,246.94
P000721,O000721,Debit Card,Successful,1601.81
P000722,O000722,Credit Card,Successful,1132.29
P000723,O000723,Debit Card,Successful,299.18
P000724,O000724,UPI,Successful,1370.54
P000725,O000725,Credit Card,Successful,1748.04
P000726,O000726,UPI,Successful,555.0999999999999
P000727,O000727,UPI,Successful,330.42
P000728,O000728,Credit Card,Successful,529.7900000000001
P000729,O000729,Credit Card,Successful,1448.05
P000730,O000730,Credit Card,Successful,312.44
P000731,O000731,UPI,Successful,1204.51
P000732,O000732,UPI,Successful,1083.3300000000002
P000733,O000733,Credit Card,Successful,1283.77
P000734,O000734,Debit Card,Failed,882.0899999999999
P000735,O000735,UPI,Successful,740.29
P000736,O000736,Wallet,Successful,209.91000000000003
P000737,O000737,Cash,Successful,667.6700000000001
P000738,O000738,UPI,Refunded,1180.15
P000739,O000739,Wallet,Successful,1402.3999999999999
P000740,O000740,UPI,Successful,1421.68
P000741,O000741,Cash,Successful,125.86000000000001
P000742,O000742,Cash,Successful,264.57
P000743,O000743,Debit Card,Successful,1242.2800000000002
P000744,O000744,UPI,Successful,1714.45
P000745,O000745,Credit Card,Successful,196.23999999999998
P000746,O000746,Debit Card,Refunded,1245.96
P000747,O000747,Cash,Successful,774.89
P000748,O000748,UPI,Successful,781.6999999999999
P000749,O000749,Cash,Successful,933.42
P000750,O000750,Cash,Successful,1161.44
P000751,O000751,Credit Card,Successful,556.5300000000001
P000752,O000752,Debit Card,Successful,1085.66
P000753,O000753,Cash,Successful,1220.48
P000754,O000754,Debit Card,Failed,947.3400000000001
P000755,O000755,Cash,Successful,973.3699999999999
P000756,O000756,Credit Card,Successful,112.12
P000757,O000757,Credit Card,Successful,81.19
P000758,O000758,Debit Card,Successful,808.9399999999999
P000759,O000759,UPI,Refunded,1092.85
P000760,O000760,Cash,Successful,170.20999999999998
P000761,O000761,Cash,Successful,906.4899999999999
P000762,O000762,UPI,Successful,1350.9099999999999
P000763,O000763,Wallet,Successful,1128.06
P000764,O000764,Cash,Successful,812.27
P000765,O000765,Wallet,Successful,1130.6799999999998
P000766,O000766,Wallet,Successful,312.11
P000767,O000767,Cash,Successful,920.5500000000001
P000768,O000768,Debit Card,Successful,356.68
P000769,O000769,UPI,Successful,995.56
P000770,O000770,Wallet,Successful,1029.89
P000771,O000771,Debit Card,Successful,296.89
P000772,O000772,Wallet,Failed,221.58999999999997
P000773,O000773,Debit Card,Successful,393.95000000000005
P000774,O000774,UPI,Successful,1156.06
P000775,O000775,Wallet,Successful,394.96999999999997
P000776,O000776,Cash,Failed,539.63
P000777,O000777,Debit Card,Successful,1096.8799999999999
P000778,O000778,UPI,Successful,430.53
P000779,O000779,Wallet,Refunded,675.53
P000780,O000780,Credit Card,Failed,1399.8
P000781,O000781,Credit Card,Successful,1613.04
P000782,O000782,Credit Card,Successful,505.01
P000783,O000783,Debit Card,Successful,1129.23
P000784,O000784,Credit Card,Successful,1261.92
P000785,O000785,Debit Card,Successful,1423.3700000000001
P000786,O000786,UPI,Successful,855.8600000000001
P000787,O000787,Cash,Successful,1126.3
P000788,O000788,Debit Card,Successful,1721.48
P000789,O000789,Credit Card,Refunded,164.33
P000790,O000790,Debit Card,Successful,1237.48
P000791,O000791,Credit Card,Failed,686.1
P000792,O000792,Credit Card,Successful,1373.96
P000793,O000793,UPI,Successful,1623.08
P000794,O000794,Cash,Successful,308.07000000000005
P000795,O000795,Debit Card,Successful,630.91
P000796,O000796,Credit Card,Successful,577.49
P000797,O000797,Credit Card,Successful,223.67000000000002
P000798,O000798,UPI,Successful,725.35
P000799,O000799,Debit Card,Successful,765.1099999999999
P000800,O000800,Debit Card,Successful,1188.52
P000801,O000801,Credit Card,Successful,1101.8899999999999
P000802,O000802,Debit Card,Successful,217.73999999999998
P000803,O000803,Credit Card,Successful,1013.22
P000804,O000804,Credit Card,Successful,1413.15
P000805,O000805,Cash,Successful,716.32
P000806,O000806,UPI,Successful,254.66
P000807,O000807,Cash,Successful,196.14000000000001
P000808,O000808,Cash,Successful,459.25
P000809,O000809,UPI,Successful,1285.08
P000810,O000810,UPI,Successful,502.2
P000811,O000811,Cash,Successful,1397.25
P000812,O000812,Credit Card,Failed,1406.4399999999998
P000813,O000813,Debit Card,Successful,743.47
P000814,O000814,Debit Card,Successful,657.94
P000815,O000815,UPI,Successful,1067.84
P000816,O000816,Wallet,Successful,1382.21
P000817,O000817,Debit Card,Successful,208.35
P000818,O000818,Wallet,Successful,1601.1100000000001
P000819,O000819,Debit Card,Successful,1145.78
P000820,O000820,UPI,Successful,666.96
P000821,O000821,UPI,Successful,948.94
P000822,O000822,Debit Card,Successful,595.39
P000823,O000823,UPI,Refunded,774.24
P000824,O000824,Credit Card,Successful,998.5500000000001
P000825,O000825,Credit Card,Successful,200.20000000000002
P000826,O000826,Cash,Successful,343.72
P000827,O000827,Credit Card,Successful,449.46
P000828,O000828,Cash,Successful,784.52
P000829,O000829,UPI,Successful,720.99
P000830,O000830,Wallet,Refunded,1306.3700000000001
P000831,O000831,Debit Card,Successful,514.69
P000832,O000832,Cash,Successful,192.95
P000833,O000833,Cash,Successful,188.25
P000834,O000834,Debit Card,Successful,86.56
P000835,O000835,Debit Card,Successful,156.68
P000836,O000836,UPI,Successful,1405.8200000000002
P000837,O000837,Debit Card,Successful,1277.15
P000838,O000838,Cash,Successful,1507.65
P000839,O000839,Credit Card,Successful,109.65
P000840,O000840,UPI,Successful,1544.4099999999999
P000841,O000841,Wallet,Successful,1116.69
P000842,O000842,UPI,Successful,1017.74
P000843,O000843,Cash,Successful,745.16
P000844,O000844,UPI,Successful,674.29
P000845,O000845,UPI,Successful,1293.02
P000846,O000846,Debit Card,Successful,1433.6299999999999
P000847,O000847,Credit Card,Successful,1164.32
P000848,O000848,Credit Card,Successful,118.35999999999999
P000849,O000849,Wallet,Successful,321.53
P000850,O000850,Wallet,Failed,1549.37
P000851,O000851,Cash,Successful,868.5799999999999
P000852,O000852,Wallet,Successful,1297.1100000000001
P000853,O000853,Debit Card,Successful,832.83
P000854,O000854,Wallet,Successful,1339.93
P000855,O000855,Debit Card,Successful,255.26
P000856,O000856,Wallet,Refunded,178.07999999999998
P000857,O000857,Debit Card,Successful,807.35
P000858,O000858,UPI,Successful,1008.0800000000002
P000859,O000859,Cash,Failed,674.3399999999999
P000860,O000860,Wallet,Successful,1211.02
P000861,O000861,Wallet,Successful,914.06
P000862,O000862,Credit Card,Successful,1596.07
P000863,O000863,UPI,Successful,235.95000000000002
P000864,O000864,Cash,Successful,171.42
P000865,O000865,Credit Card,Successful,1620.1100000000001
P000866,O000866,Wallet,Successful,1045.97
P000867,O000867,Wallet,Successful,1343.53
P000868,O000868,UPI,Successful,139.62
P000869,O000869,Debit Card,Successful,1654.28
P000870,O000870,UPI,Successful,1376.3400000000001
P000871,O000871,Debit Card,Successful,1346.71
P000872,O000872,Debit Card,Successful,1473.99
P000873,O000873,Credit Card,Successful,992.09
P000874,O000874,Cash,Successful,717.02
P000875,O000875,Credit Card,Successful,758.65
P000876,O000876,Credit Card,Successful,1483.97
P000877,O000877,Cash,Successful,1157.85
P000878,O000878,Debit Card,Successful,951.9300000000001
P000879,O000879,Wallet,Successful,484.15000000000003
P000880,O000880,Credit Card,Failed,1345.8700000000001
P000881,O000881,Debit Card,Successful,1240.69
P000882,O000882,Debit Card,Successful,373.21
P000883,O000883,Debit Card,Successful,863.38
P000884,O000884,UPI,Successful,1872.78
P000885,O000885,Credit Card,Successful,585.77
P000886,O000886,Debit Card,Successful,253.27000000000004
P000887,O000887,Cash,Successful,115.54999999999998
P000888,O000888,Cash,Successful,418.11
P000889,O000889,Wallet,Failed,354.83000000000004
P000890,O000890,UPI,Successful,1247.79
P000891,O000891,Wallet,Successful,283.38
P000892,O000892,Credit Card,Successful,1384.55
P000893,O000893,Cash,Successful,198.01999999999998
P000894,O000894,Credit Card,Successful,1287.52
P000895,O000895,UPI,Successful,579.4300000000001
P000896,O000896,Debit Card,Successful,1081.28
P000897,O000897,Cash,Successful,368.21000000000004
P000898,O000898,UPI,Successful,721.3100000000001
P000899,O000899,Wallet,Successful,190.63
P000900,O000900,Debit Card,Successful,846.76
P000901,O000901,Debit Card,Successful,551.6199999999999
P000902,O000902,Cash,Successful,1617.4299999999998
P000903,O000903,Credit Card,Successful,338.15999999999997
P000904,O000904,UPI,Failed,476.96000000000004
P000905,O000905,Cash,Successful,360.85999999999996
P000906,O000906,UPI,Successful,920.06
P000907,O000907,Cash,Successful,227.49
P000908,O000908,Debit Card,Successful,322.65
P000909,O000909,Wallet,Successful,1372.43
P000910,O000910,Credit Card,Successful,222.76999999999998
P000911,O000911,Wallet,Successful,1088.08
P000912,O000912,UPI,Successful,268.78000000000003
P000913,O000913,Wallet,Successful,1173.7
P000914,O000914,Cash,Successful,1808.27
P000915,O000915,Wallet,Successful,363.45
P000916,O000916,Debit Card,Successful,527.02
P000917,O000917,Credit Card,Failed,1379.67
P000918,O000918,Wallet,Successful,1053.48
P000919,O000919,Cash,Successful,900.67
P000920,O000920,Cash,Successful,819.3600000000001
P000921,O000921,Wallet,Successful,485.64000000000004
P000922,O000922,Debit Card,Successful,1278.86
P000923,O000923,Debit Card,Refunded,1258.02
P000924,O000924,Cash,Successful,1011.6800000000001
P000925,O000925,Cash,Successful,1681.85
P000926,O000926,Wallet,Successful,1079.8200000000002
P000927,O000927,UPI,Successful,785.53
P000928,O000928,Cash,Failed,1603.99
P000929,O000929,Wallet,Successful,440.78000000000003
P000930,O000930,Credit Card,Successful,275.98
P000931,O000931,UPI,Successful,354.13
P000932,O000932,Debit Card,Successful,1742.3600000000001
P000933,O000933,Wallet,Successful,1328.76
P000934,O000934,Wallet,Successful,542.48
P000935,O000935,Wallet,Refunded,481.48999999999995
P000936,O000936,Cash,Successful,188.19
P000937,O000937,Cash,Successful,336.03999999999996
P000938,O000938,UPI,Successful,1725.6299999999999
P000939,O000939,Wallet,Successful,1417.42
P000940,O000940,Credit Card,Refunded,1398.66
P000941,O000941,Credit Card,Successful,774.58
P000942,O000942,Debit Card,Successful,983.1299999999999
P000943,O000943,Wallet,Successful,877.96
P000944,O000944,Credit Card,Successful,1522.42
P000945,O000945,Debit Card,Successful,1494.38
P000946,O000946,UPI,Refunded,1439.13
P000947,O000947,Wallet,Successful,1150.21
P000948,O000948,Wallet,Successful,176.60999999999999
P000949,O000949,Cash,Successful,1013.47
P000950,O000950,UPI,Successful,249.85
P000951,O000951,Wallet,Successful,356.3
P000952,O000952,UPI,Successful,411.90000000000003
P000953,O000953,Credit Card,Successful,705.65
P000954,O000954,Credit Card,Failed,970.71
P000955,O000955,Credit Card,Successful,555.55
P000956,O000956,Debit Card,Successful,845.3399999999999
P000957,O000957,Debit Card,Successful,153.07
P000958,O000958,Credit Card,Successful,1031.17
P000959,O000959,Cash,Failed,1086.1799999999998
P000960,O000960,Credit Card,Successful,240.80999999999997
P000961,O000961,Cash,Successful,1291.26
P000962,O000962,Credit Card,Successful,983.9200000000001
P000963,O000963,Credit Card,Successful,745.51
P000964,O000964,Debit Card,Successful,1118.75
P000965,O000965,Credit Card,Successful,1052.07
P000966,O000966,UPI,Failed,170.73000000000002
P000967,O000967,Credit Card,Successful,1311.4099999999999
P000968,O000968,Credit Card,Successful,927.2800000000001
P000969,O000969,UPI,Successful,369.45
P000970,O000970,Debit Card,Successful,1019.19
P000971,O000971,Cash,Successful,1149.3
P000972,O000972,Credit Card,Successful,438.53999999999996
P000973,O000973,Debit Card,Successful,1393.2199999999998
P000974,O000974,Credit Card,Successful,722.28
P000975,O000975,Cash,Successful,414.3
P000976,O000976,Cash,Successful,1343.51
P000977,O000977,Credit Card,Successful,1056.79
P000978,O000978,Wallet,Successful,301.65999999999997
P000979,O000979,Cash,Successful,1328.0900000000001
P000980,O000980,Debit Card,Refunded,1512.4399999999998
P000981,O000981,Cash,Successful,1600.1399999999999
P000982,O000982,Credit Card,Successful,711.6899999999999
P000983,O000983,Debit Card,Successful,1226.9
P000984,O000984,Credit Card,Successful,1338.1999999999998
P000985,O000985,Credit Card,Successful,1670.3700000000001
P000986,O000986,Cash,Successful,1496.28
P000987,O000987,Credit Card,Successful,587.96
P000988,O000988,UPI,Successful,397.57
P000989,O000989,Wallet,Successful,546.4399999999999
P000990,O000990,Debit Card,Successful,890.7399999999999
P000991,O000991,Wallet,Successful,1353.23
P000992,O000992,Credit Card,Failed,1192.8600000000001
